Transaction ID,Date,Customer ID,Gender,Age,Generation,Product Category,Quantity,Price per Unit,Total Sales, Commission 2023 ,,,
619,10/13/2023,CUST619,Male,47,Adult,Electronics,4,25,100, £1.50 ,,,
620,5/8/2023,CUST620,Male,63,Senior,Electronics,3,25,75, £1.13 ,,,
621,3/4/2023,CUST621,Female,40,Adult,Beauty,2,500,1000, £15.00 ,,,
622,8/22/2023,CUST622,Female,49,Adult,Beauty,3,25,75, £1.13 ,,,
623,3/10/2023,CUST623,Male,34,Adult,Clothing,3,50,150, £2.25 ,,,
624,8/26/2023,CUST624,Female,34,Adult,Beauty,3,300,900, £13.50 ,,,
625,12/8/2023,CUST625,Male,31,Adult,Clothing,1,300,300, £4.50 ,,,
626,9/29/2023,CUST626,Female,26,Young Adult,Clothing,4,500,2000, £30.00 ,,,
627,10/14/2023,CUST627,Male,57,Senior,Clothing,1,50,50, £0.75 ,,,
628,11/1/2023,CUST628,Female,19,Young Adult,Beauty,4,50,200, £3.00 ,,,
629,6/12/2023,CUST629,Male,62,Senior,Electronics,2,25,50, £0.75 ,,,
630,8/15/2023,CUST630,Male,42,Adult,Clothing,2,50,100, £1.50 ,,,
631,11/10/2023,CUST631,Male,56,Senior,Electronics,3,30,90, £1.35 ,,,
632,9/16/2023,CUST632,Female,26,Young Adult,Electronics,4,25,100, £1.50 ,,,
633,8/7/2023,CUST633,Male,39,Adult,Beauty,4,30,120, £1.80 ,,,
634,10/8/2023,CUST634,Male,60,Senior,Electronics,4,500,2000, £30.00 ,,,
635,8/17/2023,CUST635,Female,63,Senior,Electronics,3,300,900, £13.50 ,,,
636,3/23/2023,CUST636,Female,21,Young Adult,Beauty,3,500,1500, £22.50 ,,,
637,9/1/2023,CUST637,Male,43,Adult,Clothing,2,300,600, £9.00 ,,,
638,8/19/2023,CUST638,Male,46,Adult,Electronics,1,500,500, £7.50 ,,,
639,5/13/2023,CUST639,Female,62,Senior,Beauty,4,50,200, £3.00 ,,,
640,5/7/2023,CUST640,Female,51,Senior,Electronics,4,30,120, £1.80 ,,,
641,11/23/2023,CUST641,Female,40,Adult,Electronics,1,300,300, £4.50 ,,,
642,5/22/2023,CUST642,Female,54,Senior,Clothing,4,25,100, £1.50 ,,,
643,9/24/2023,CUST643,Female,28,Young Adult,Electronics,3,30,90, £1.35 ,,,
644,9/6/2023,CUST644,Male,23,Young Adult,Beauty,3,25,75, £1.13 ,,,
645,11/17/2023,CUST645,Female,35,Adult,Electronics,4,30,120, £1.80 ,,,
646,5/3/2023,CUST646,Male,38,Adult,Clothing,3,30,90, £1.35 ,,,
647,5/21/2023,CUST647,Male,59,Senior,Clothing,3,500,1500, £22.50 ,,,
648,8/14/2023,CUST648,Male,53,Senior,Beauty,4,300,1200, £18.00 ,,,
649,2/9/2023,CUST649,Female,58,Senior,Clothing,2,300,600, £9.00 ,,,
650,1/1/2024,CUST650,Male,55,Senior,Electronics,1,30,30, £0.45 ,,,
651,5/27/2023,CUST651,Male,51,Senior,Clothing,3,50,150, £2.25 ,,,
652,5/1/2023,CUST652,Female,34,Adult,Beauty,2,50,100, £1.50 ,,,
653,5/20/2023,CUST653,Male,54,Senior,Clothing,3,25,75, £1.13 ,,,
654,6/21/2023,CUST654,Male,42,Adult,Clothing,3,25,75, £1.13 ,,,
655,6/13/2023,CUST655,Female,55,Senior,Clothing,1,500,500, £7.50 ,,,
656,10/4/2023,CUST656,Male,29,Young Adult,Beauty,3,30,90, £1.35 ,,,
657,2/11/2023,CUST657,Male,40,Adult,Clothing,1,25,25, £0.38 ,,,
658,3/12/2023,CUST658,Male,59,Senior,Clothing,1,25,25, £0.38 ,,,
659,3/19/2023,CUST659,Female,39,Adult,Electronics,1,30,30, £0.45 ,,,
660,4/29/2023,CUST660,Female,38,Adult,Beauty,2,500,1000, £15.00 ,,,
661,7/16/2023,CUST661,Female,44,Adult,Clothing,4,25,100, £1.50 ,,,
662,12/22/2023,CUST662,Male,48,Adult,Beauty,2,500,1000, £15.00 ,,,
663,3/20/2023,CUST663,Male,23,Young Adult,Clothing,4,300,1200, £18.00 ,,,
664,12/28/2023,CUST664,Female,44,Adult,Clothing,4,500,2000, £30.00 ,,,
665,4/20/2023,CUST665,Male,57,Senior,Clothing,1,50,50, £0.75 ,,,
666,2/2/2023,CUST666,Male,51,Senior,Electronics,3,50,150, £2.25 ,,,
667,8/1/2023,CUST667,Female,29,Young Adult,Electronics,1,500,500, £7.50 ,,,
668,7/28/2023,CUST668,Female,62,Senior,Electronics,3,50,150, £2.25 ,,,
669,6/19/2023,CUST669,Male,24,Young Adult,Beauty,4,300,1200, £18.00 ,,,
670,10/5/2023,CUST670,Male,27,Young Adult,Beauty,1,30,30, £0.45 ,,,
671,8/27/2023,CUST671,Male,62,Senior,Electronics,3,50,150, £2.25 ,,,
672,8/1/2023,CUST672,Female,34,Adult,Beauty,2,50,100, £1.50 ,,,
673,2/1/2023,CUST673,Female,43,Adult,Clothing,3,500,1500, £22.50 ,,,
674,4/16/2023,CUST674,Female,38,Adult,Clothing,1,300,300, £4.50 ,,,
675,8/4/2023,CUST675,Female,45,Adult,Clothing,2,30,60, £0.90 ,,,
676,7/19/2023,CUST676,Male,63,Senior,Electronics,3,500,1500, £22.50 ,,,
677,10/27/2023,CUST677,Female,19,Young Adult,Beauty,3,500,1500, £22.50 ,,,
678,12/23/2023,CUST678,Female,60,Senior,Electronics,3,300,900, £13.50 ,,,
679,1/11/2023,CUST679,Female,18,Young Adult,Beauty,3,30,90, £1.35 ,,,
680,10/22/2023,CUST680,Female,53,Senior,Clothing,3,300,900, £13.50 ,,,
681,7/14/2023,CUST681,Female,43,Adult,Electronics,2,30,60, £0.90 ,,,
682,9/2/2023,CUST682,Male,46,Adult,Beauty,4,300,1200, £18.00 ,,,
683,1/4/2023,CUST683,Male,38,Adult,Beauty,2,500,1000, £15.00 ,,,
684,6/30/2023,CUST684,Female,28,Young Adult,Clothing,2,500,1000, £15.00 ,,,
685,6/2/2023,CUST685,Male,57,Senior,Electronics,2,25,50, £0.75 ,,,
686,7/19/2023,CUST686,Female,28,Young Adult,Electronics,4,50,200, £3.00 ,,,
687,8/3/2023,CUST687,Female,53,Senior,Electronics,1,300,300, £4.50 ,,,
688,10/3/2023,CUST688,Male,56,Senior,Clothing,4,25,100, £1.50 ,,,
689,10/7/2023,CUST689,Male,57,Senior,Electronics,2,50,100, £1.50 ,,,
690,11/5/2023,CUST690,Female,52,Senior,Clothing,3,300,900, £13.50 ,,,
691,4/23/2023,CUST691,Female,51,Senior,Clothing,3,30,90, £1.35 ,,,
692,9/7/2023,CUST692,Female,64,Senior,Clothing,2,50,100, £1.50 ,,,
693,4/23/2023,CUST693,Male,41,Adult,Beauty,3,500,1500, £22.50 ,,,
694,5/20/2023,CUST694,Female,39,Adult,Electronics,2,25,50, £0.75 ,,,
695,8/12/2023,CUST695,Female,22,Young Adult,Electronics,3,50,150, £2.25 ,,,
696,9/6/2023,CUST696,Female,50,Adult,Clothing,4,50,200, £3.00 ,,,
697,1/15/2023,CUST697,Male,53,Senior,Clothing,1,500,500, £7.50 ,,,
698,7/19/2023,CUST698,Female,64,Senior,Electronics,1,300,300, £4.50 ,,,
699,6/22/2023,CUST699,Female,37,Adult,Clothing,4,30,120, £1.80 ,,,
700,12/9/2023,CUST700,Male,36,Adult,Electronics,4,500,2000, £30.00 ,,,
701,12/14/2023,CUST701,Female,52,Senior,Beauty,2,30,60, £0.90 ,,,
702,7/27/2023,CUST702,Female,60,Senior,Clothing,2,300,600, £9.00 ,,,
703,3/26/2023,CUST703,Male,34,Adult,Electronics,2,50,100, £1.50 ,,,
704,8/28/2023,CUST704,Female,62,Senior,Clothing,3,30,90, £1.35 ,,,
705,3/7/2023,CUST705,Male,60,Senior,Electronics,2,25,50, £0.75 ,,,
706,11/15/2023,CUST706,Male,51,Senior,Electronics,4,25,100, £1.50 ,,,
707,10/1/2023,CUST707,Female,26,Young Adult,Clothing,1,500,500, £7.50 ,,,
708,1/14/2023,CUST708,Female,43,Adult,Beauty,3,300,900, £13.50 ,,,
709,7/21/2023,CUST709,Female,19,Young Adult,Electronics,2,500,1000, £15.00 ,,,
710,10/31/2023,CUST710,Female,26,Young Adult,Electronics,3,500,1500, £22.50 ,,,
711,10/16/2023,CUST711,Male,26,Young Adult,Electronics,3,500,1500, £22.50 ,,,
712,12/6/2023,CUST712,Female,57,Senior,Beauty,2,25,50, £0.75 ,,,
713,1/14/2023,CUST713,Male,34,Adult,Beauty,3,25,75, £1.13 ,,,
714,2/12/2023,CUST714,Female,18,Young Adult,Clothing,1,500,500, £7.50 ,,,
715,11/26/2023,CUST715,Female,42,Adult,Beauty,4,25,100, £1.50 ,,,
716,8/8/2023,CUST716,Female,60,Senior,Clothing,4,300,1200, £18.00 ,,,
717,3/11/2023,CUST717,Male,57,Senior,Clothing,1,500,500, £7.50 ,,,
718,8/25/2023,CUST718,Female,59,Senior,Beauty,3,25,75, £1.13 ,,,
719,4/4/2023,CUST719,Female,42,Adult,Clothing,2,30,60, £0.90 ,,,
720,1/26/2023,CUST720,Female,56,Senior,Beauty,3,500,1500, £22.50 ,,,
721,5/14/2023,CUST721,Female,52,Senior,Clothing,1,500,500, £7.50 ,,,
722,7/14/2023,CUST722,Male,20,Young Adult,Beauty,3,300,900, £13.50 ,,,
723,6/17/2023,CUST723,Female,54,Senior,Beauty,4,50,200, £3.00 ,,,
724,4/19/2023,CUST724,Male,61,Senior,Clothing,3,50,150, £2.25 ,,,
725,8/21/2023,CUST725,Male,61,Senior,Electronics,1,300,300, £4.50 ,,,
726,6/17/2023,CUST726,Male,47,Adult,Clothing,4,300,1200, £18.00 ,,,
727,6/22/2023,CUST727,Male,55,Senior,Beauty,3,300,900, £13.50 ,,,
728,7/14/2023,CUST728,Male,51,Senior,Electronics,3,50,150, £2.25 ,,,
729,5/23/2023,CUST729,Male,29,Young Adult,Clothing,4,300,1200, £18.00 ,,,
730,8/4/2023,CUST730,Female,36,Adult,Clothing,2,25,50, £0.75 ,,,
731,5/10/2023,CUST731,Male,54,Senior,Clothing,4,500,2000, £30.00 ,,,
732,2/11/2023,CUST732,Male,61,Senior,Electronics,2,500,1000, £15.00 ,,,
733,8/29/2023,CUST733,Male,34,Adult,Beauty,1,30,30, £0.45 ,,,
734,1/10/2023,CUST734,Female,27,Young Adult,Clothing,1,30,30, £0.45 ,,,
735,10/4/2023,CUST735,Female,64,Senior,Clothing,4,500,2000, £30.00 ,,,
736,1/27/2023,CUST736,Male,29,Young Adult,Clothing,4,25,100, £1.50 ,,,
737,6/29/2023,CUST737,Female,33,Adult,Clothing,1,50,50, £0.75 ,,,
738,4/25/2023,CUST738,Male,41,Adult,Clothing,2,50,100, £1.50 ,,,
739,11/29/2023,CUST739,Male,36,Adult,Beauty,1,25,25, £0.38 ,,,
740,2/5/2023,CUST740,Female,25,Young Adult,Beauty,4,50,200, £3.00 ,,,
741,11/30/2023,CUST741,Male,48,Adult,Clothing,1,300,300, £4.50 ,,,
742,1/21/2023,CUST742,Female,38,Adult,Electronics,4,500,2000, £30.00 ,,,
743,1/16/2023,CUST743,Female,34,Adult,Beauty,4,500,2000, £30.00 ,,,
744,5/7/2023,CUST744,Male,40,Adult,Electronics,1,25,25, £0.38 ,,,
745,4/13/2023,CUST745,Male,54,Senior,Beauty,2,50,100, £1.50 ,,,
746,1/11/2023,CUST746,Female,33,Adult,Clothing,3,30,90, £1.35 ,,,
747,11/15/2023,CUST747,Male,23,Young Adult,Beauty,1,30,30, £0.45 ,,,
748,3/20/2023,CUST748,Male,25,Young Adult,Clothing,3,50,150, £2.25 ,,,
749,5/3/2023,CUST749,Male,42,Adult,Beauty,1,30,30, £0.45 ,,,
750,3/6/2023,CUST750,Female,35,Adult,Clothing,3,25,75, £1.13 ,,,
751,8/31/2023,CUST751,Female,42,Adult,Clothing,2,25,50, £0.75 ,,,
752,12/9/2023,CUST752,Male,29,Young Adult,Clothing,2,50,100, £1.50 ,,,
753,2/28/2023,CUST753,Female,32,Adult,Clothing,1,30,30, £0.45 ,,,
754,10/16/2023,CUST754,Female,43,Adult,Electronics,4,25,100, £1.50 ,,,
755,4/22/2023,CUST755,Female,58,Senior,Clothing,3,25,75, £1.13 ,,,
756,8/27/2023,CUST756,Female,62,Senior,Electronics,4,300,1200, £18.00 ,,,
757,12/25/2023,CUST757,Female,43,Adult,Electronics,4,300,1200, £18.00 ,,,
758,5/12/2023,CUST758,Male,64,Senior,Clothing,4,25,100, £1.50 ,,,
759,7/8/2023,CUST759,Male,49,Adult,Electronics,2,50,100, £1.50 ,,,
760,3/27/2023,CUST760,Male,27,Young Adult,Beauty,1,500,500, £7.50 ,,,
761,11/7/2023,CUST761,Female,33,Adult,Clothing,1,500,500, £7.50 ,,,
762,11/7/2023,CUST762,Female,24,Young Adult,Electronics,2,25,50, £0.75 ,,,
763,2/28/2023,CUST763,Male,34,Adult,Clothing,2,25,50, £0.75 ,,,
764,3/25/2023,CUST764,Female,40,Adult,Clothing,1,25,25, £0.38 ,,,
765,6/9/2023,CUST765,Male,43,Adult,Clothing,4,50,200, £3.00 ,,,
766,2/25/2023,CUST766,Male,38,Adult,Electronics,3,300,900, £13.50 ,,,
767,10/24/2023,CUST767,Male,39,Adult,Beauty,3,25,75, £1.13 ,,,
768,1/14/2023,CUST768,Female,24,Young Adult,Beauty,3,25,75, £1.13 ,,,
769,6/9/2023,CUST769,Female,31,Adult,Electronics,4,30,120, £1.80 ,,,
770,10/22/2023,CUST770,Male,32,Adult,Clothing,1,50,50, £0.75 ,,,
771,12/13/2023,CUST771,Male,24,Young Adult,Electronics,2,25,50, £0.75 ,,,
772,7/12/2023,CUST772,Male,26,Young Adult,Electronics,1,30,30, £0.45 ,,,
773,7/23/2023,CUST773,Male,25,Young Adult,Electronics,4,500,2000, £30.00 ,,,
774,4/12/2023,CUST774,Female,40,Adult,Clothing,2,25,50, £0.75 ,,,
775,2/8/2023,CUST775,Female,46,Adult,Electronics,4,25,100, £1.50 ,,,
776,10/31/2023,CUST776,Male,35,Adult,Clothing,3,30,90, £1.35 ,,,
777,12/20/2023,CUST777,Male,48,Adult,Electronics,3,50,150, £2.25 ,,,
778,11/18/2023,CUST778,Female,47,Adult,Beauty,4,25,100, £1.50 ,,,
779,5/5/2023,CUST779,Female,56,Senior,Electronics,2,500,1000, £15.00 ,,,
780,2/22/2023,CUST780,Male,52,Senior,Electronics,2,25,50, £0.75 ,,,
781,12/23/2023,CUST781,Male,35,Adult,Beauty,1,500,500, £7.50 ,,,
782,6/4/2023,CUST782,Male,59,Senior,Clothing,3,300,900, £13.50 ,,,
783,12/17/2023,CUST783,Female,56,Senior,Clothing,1,300,300, £4.50 ,,,
784,11/4/2023,CUST784,Female,34,Adult,Electronics,1,500,500, £7.50 ,,,
785,3/3/2023,CUST785,Female,31,Adult,Beauty,4,50,200, £3.00 ,,,
786,10/17/2023,CUST786,Male,48,Adult,Clothing,4,25,100, £1.50 ,,,
787,1/22/2023,CUST787,Male,41,Adult,Electronics,1,25,25, £0.38 ,,,
788,6/27/2023,CUST788,Female,52,Senior,Beauty,3,300,900, £13.50 ,,,
789,9/30/2023,CUST789,Female,61,Senior,Clothing,4,500,2000, £30.00 ,,,
790,8/8/2023,CUST790,Male,62,Senior,Clothing,1,25,25, £0.38 ,,,
791,12/5/2023,CUST791,Female,51,Senior,Beauty,1,25,25, £0.38 ,,,
792,7/9/2023,CUST792,Female,20,Young Adult,Beauty,1,50,50, £0.75 ,,,
793,2/5/2023,CUST793,Male,54,Senior,Beauty,1,30,30, £0.45 ,,,
794,9/17/2023,CUST794,Female,60,Senior,Beauty,1,300,300, £4.50 ,,,
795,11/28/2023,CUST795,Male,57,Senior,Electronics,1,300,300, £4.50 ,,,
796,6/24/2023,CUST796,Male,43,Adult,Beauty,4,30,120, £1.80 ,,,
797,1/7/2023,CUST797,Male,40,Adult,Clothing,3,25,75, £1.13 ,,,
798,8/4/2023,CUST798,Male,61,Senior,Clothing,1,50,50, £0.75 ,,,
799,9/8/2023,CUST799,Male,56,Senior,Electronics,2,50,100, £1.50 ,,,
800,2/24/2023,CUST800,Male,32,Adult,Clothing,4,300,1200, £18.00 ,,,
801,8/10/2023,CUST801,Male,21,Young Adult,Clothing,4,50,200, £3.00 ,,,
802,7/5/2023,CUST802,Female,46,Adult,Beauty,1,30,30, £0.45 ,,,
803,11/22/2023,CUST803,Male,39,Adult,Clothing,4,25,100, £1.50 ,,,
804,8/24/2023,CUST804,Male,42,Adult,Electronics,1,30,30, £0.45 ,,,
805,12/29/2023,CUST805,Female,30,Adult,Beauty,3,500,1500, £22.50 ,,,
806,3/20/2023,CUST806,Female,35,Adult,Beauty,3,300,900, £13.50 ,,,
807,8/11/2023,CUST807,Female,50,Adult,Electronics,4,50,200, £3.00 ,,,
808,4/1/2023,CUST808,Male,33,Adult,Beauty,4,500,2000, £30.00 ,,,
809,9/25/2023,CUST809,Female,62,Senior,Beauty,2,50,100, £1.50 ,,,
810,11/30/2023,CUST810,Male,59,Senior,Electronics,4,25,100, £1.50 ,,,
811,5/19/2023,CUST811,Male,61,Senior,Beauty,2,25,50, £0.75 ,,,
812,11/12/2023,CUST812,Male,19,Young Adult,Electronics,3,25,75, £1.13 ,,,
813,10/3/2023,CUST813,Male,52,Senior,Electronics,3,50,150, £2.25 ,,,
814,9/5/2023,CUST814,Female,59,Senior,Clothing,1,500,500, £7.50 ,,,
815,8/27/2023,CUST815,Female,51,Senior,Clothing,3,25,75, £1.13 ,,,
816,8/12/2023,CUST816,Male,47,Adult,Beauty,2,500,1000, £15.00 ,,,
817,10/31/2023,CUST817,Male,30,Adult,Beauty,4,50,200, £3.00 ,,,
818,5/18/2023,CUST818,Male,30,Adult,Electronics,1,500,500, £7.50 ,,,
819,6/15/2023,CUST819,Female,35,Adult,Beauty,2,50,100, £1.50 ,,,
820,5/6/2023,CUST820,Male,49,Adult,Electronics,4,50,200, £3.00 ,,,
821,2/14/2023,CUST821,Male,49,Adult,Electronics,1,300,300, £4.50 ,,,
822,5/23/2023,CUST822,Female,52,Senior,Beauty,3,50,150, £2.25 ,,,
823,8/19/2023,CUST823,Female,56,Senior,Electronics,2,50,100, £1.50 ,,,
824,5/5/2023,CUST824,Male,63,Senior,Clothing,4,30,120, £1.80 ,,,
825,8/26/2023,CUST825,Female,46,Adult,Beauty,1,25,25, £0.38 ,,,
826,10/19/2023,CUST826,Female,46,Adult,Clothing,1,300,300, £4.50 ,,,
827,11/9/2023,CUST827,Male,61,Senior,Beauty,3,300,900, £13.50 ,,,
828,12/9/2023,CUST828,Female,33,Adult,Electronics,4,300,1200, £18.00 ,,,
829,7/14/2023,CUST829,Male,61,Senior,Beauty,3,30,90, £1.35 ,,,
830,6/22/2023,CUST830,Female,64,Senior,Clothing,3,50,150, £2.25 ,,,
831,1/15/2023,CUST831,Male,27,Young Adult,Electronics,4,25,100, £1.50 ,,,
832,9/11/2023,CUST832,Male,47,Adult,Beauty,4,500,2000, £30.00 ,,,
833,6/16/2023,CUST833,Male,42,Adult,Beauty,4,50,200, £3.00 ,,,
834,4/4/2023,CUST834,Female,56,Senior,Beauty,2,30,60, £0.90 ,,,
835,9/7/2023,CUST835,Male,37,Adult,Clothing,4,50,200, £3.00 ,,,
836,4/19/2023,CUST836,Female,22,Young Adult,Clothing,1,50,50, £0.75 ,,,
837,7/1/2023,CUST837,Male,18,Young Adult,Beauty,3,30,90, £1.35 ,,,
838,5/13/2023,CUST838,Male,47,Adult,Electronics,2,300,600, £9.00 ,,,
839,6/24/2023,CUST839,Female,20,Young Adult,Electronics,4,300,1200, £18.00 ,,,
840,5/24/2023,CUST840,Male,62,Senior,Clothing,2,25,50, £0.75 ,,,
841,11/2/2023,CUST841,Male,31,Adult,Electronics,4,25,100, £1.50 ,,,
842,12/26/2023,CUST842,Female,47,Adult,Clothing,2,300,600, £9.00 ,,,
843,5/22/2023,CUST843,Male,21,Young Adult,Beauty,3,500,1500, £22.50 ,,,
844,10/12/2023,CUST844,Male,35,Adult,Clothing,3,50,150, £2.25 ,,,
845,1/6/2023,CUST845,Male,54,Senior,Clothing,1,500,500, £7.50 ,,,
846,9/22/2023,CUST846,Male,42,Adult,Beauty,1,50,50, £0.75 ,,,
847,4/8/2023,CUST847,Female,18,Young Adult,Electronics,4,300,1200, £18.00 ,,,
848,2/13/2023,CUST848,Female,63,Senior,Clothing,3,25,75, £1.13 ,,,
849,5/4/2023,CUST849,Male,32,Adult,Clothing,2,25,50, £0.75 ,,,
850,7/28/2023,CUST850,Female,26,Young Adult,Beauty,2,500,1000, £15.00 ,,,
851,9/8/2023,CUST851,Male,32,Adult,Electronics,2,25,50, £0.75 ,,,
852,10/12/2023,CUST852,Female,41,Adult,Clothing,1,300,300, £4.50 ,,,
853,5/4/2023,CUST853,Male,21,Young Adult,Beauty,2,500,1000, £15.00 ,,,
854,12/20/2023,CUST854,Male,29,Young Adult,Clothing,1,50,50, £0.75 ,,,
855,9/1/2023,CUST855,Male,54,Senior,Beauty,1,25,25, £0.38 ,,,
856,11/27/2023,CUST856,Male,54,Senior,Electronics,4,30,120, £1.80 ,,,
857,12/31/2023,CUST857,Male,60,Senior,Electronics,2,25,50, £0.75 ,,,
858,9/9/2023,CUST858,Male,23,Young Adult,Electronics,2,50,100, £1.50 ,,,
859,8/18/2023,CUST859,Female,56,Senior,Electronics,3,500,1500, £22.50 ,,,
860,1/9/2023,CUST860,Male,63,Senior,Clothing,4,50,200, £3.00 ,,,
861,2/17/2023,CUST861,Female,41,Adult,Clothing,3,30,90, £1.35 ,,,
862,5/31/2023,CUST862,Male,28,Young Adult,Electronics,4,300,1200, £18.00 ,,,
863,4/24/2023,CUST863,Female,30,Adult,Electronics,2,25,50, £0.75 ,,,
864,7/27/2023,CUST864,Female,51,Senior,Electronics,1,500,500, £7.50 ,,,
865,12/21/2023,CUST865,Female,42,Adult,Clothing,1,300,300, £4.50 ,,,
866,5/5/2023,CUST866,Male,24,Young Adult,Electronics,1,50,50, £0.75 ,,,
867,6/6/2023,CUST867,Male,21,Young Adult,Electronics,1,500,500, £7.50 ,,,
868,12/6/2023,CUST868,Female,25,Young Adult,Electronics,1,300,300, £4.50 ,,,
869,10/25/2023,CUST869,Male,37,Adult,Beauty,3,500,1500, £22.50 ,,,
870,7/8/2023,CUST870,Female,46,Adult,Electronics,4,30,120, £1.80 ,,,
871,8/31/2023,CUST871,Male,62,Senior,Beauty,2,30,60, £0.90 ,,,
872,10/11/2023,CUST872,Female,63,Senior,Beauty,3,25,75, £1.13 ,,,
873,9/29/2023,CUST873,Female,27,Young Adult,Electronics,4,25,100, £1.50 ,,,
874,6/26/2023,CUST874,Male,60,Senior,Beauty,1,30,30, £0.45 ,,,
875,8/6/2023,CUST875,Female,51,Senior,Electronics,4,500,2000, £30.00 ,,,
876,10/9/2023,CUST876,Male,43,Adult,Clothing,4,30,120, £1.80 ,,,
877,6/19/2023,CUST877,Female,58,Senior,Clothing,1,25,25, £0.38 ,,,
878,6/30/2023,CUST878,Female,20,Young Adult,Clothing,1,30,30, £0.45 ,,,
879,12/26/2023,CUST879,Male,23,Young Adult,Clothing,1,30,30, £0.45 ,,,
880,8/21/2023,CUST880,Male,22,Young Adult,Beauty,2,500,1000, £15.00 ,,,
881,5/19/2023,CUST881,Male,22,Young Adult,Electronics,1,300,300, £4.50 ,,,
882,6/6/2023,CUST882,Female,64,Senior,Electronics,2,25,50, £0.75 ,,,
883,5/9/2023,CUST883,Male,40,Adult,Electronics,1,500,500, £7.50 ,,,
884,4/29/2023,CUST884,Female,26,Young Adult,Clothing,2,30,60, £0.90 ,,,
885,3/3/2023,CUST885,Female,52,Senior,Clothing,4,30,120, £1.80 ,,,
886,4/9/2023,CUST886,Male,37,Adult,Electronics,3,300,900, £13.50 ,,,
887,6/11/2023,CUST887,Male,59,Senior,Clothing,4,25,100, £1.50 ,,,
888,3/3/2023,CUST888,Female,52,Senior,Electronics,4,25,100, £1.50 ,,,
889,10/2/2023,CUST889,Female,35,Adult,Electronics,1,50,50, £0.75 ,,,
890,12/20/2023,CUST890,Male,34,Adult,Electronics,2,25,50, £0.75 ,,,
891,4/5/2023,CUST891,Male,41,Adult,Electronics,3,300,900, £13.50 ,,,
892,4/9/2023,CUST892,Male,20,Young Adult,Electronics,1,50,50, £0.75 ,,,
893,4/21/2023,CUST893,Male,49,Adult,Electronics,1,50,50, £0.75 ,,,
894,9/5/2023,CUST894,Male,52,Senior,Electronics,1,30,30, £0.45 ,,,
895,5/22/2023,CUST895,Female,55,Senior,Clothing,4,30,120, £1.80 ,,,
896,10/29/2023,CUST896,Female,30,Adult,Electronics,2,25,50, £0.75 ,,,
897,9/26/2023,CUST897,Female,64,Senior,Electronics,2,50,100, £1.50 ,,,
898,11/2/2023,CUST898,Female,42,Adult,Clothing,3,30,90, £1.35 ,,,
899,5/25/2023,CUST899,Male,26,Young Adult,Clothing,2,300,600, £9.00 ,,,
900,2/21/2023,CUST900,Male,21,Young Adult,Clothing,2,30,60, £0.90 ,,,
901,4/10/2023,CUST901,Male,31,Adult,Electronics,1,30,30, £0.45 ,,,
902,6/1/2023,CUST902,Female,54,Senior,Beauty,1,50,50, £0.75 ,,,
903,4/27/2023,CUST903,Female,51,Senior,Beauty,4,50,200, £3.00 ,,,
904,7/4/2023,CUST904,Male,28,Young Adult,Clothing,1,500,500, £7.50 ,,,
905,4/2/2023,CUST905,Male,58,Senior,Beauty,1,300,300, £4.50 ,,,
906,6/4/2023,CUST906,Female,20,Young Adult,Clothing,1,50,50, £0.75 ,,,
907,1/8/2023,CUST907,Female,45,Adult,Electronics,1,25,25, £0.38 ,,,
908,12/29/2023,CUST908,Male,46,Adult,Beauty,4,300,1200, £18.00 ,,,
909,10/1/2023,CUST909,Male,26,Young Adult,Electronics,1,300,300, £4.50 ,,,
910,3/6/2023,CUST910,Female,20,Young Adult,Beauty,3,50,150, £2.25 ,,,
911,5/21/2023,CUST911,Male,42,Adult,Electronics,3,300,900, £13.50 ,,,
912,1/24/2023,CUST912,Male,51,Senior,Beauty,3,50,150, £2.25 ,,,
913,1/28/2023,CUST913,Male,29,Young Adult,Electronics,3,30,90, £1.35 ,,,
914,10/11/2023,CUST914,Female,59,Senior,Electronics,1,500,500, £7.50 ,,,
915,5/30/2023,CUST915,Female,26,Young Adult,Beauty,3,30,90, £1.35 ,,,
916,12/24/2023,CUST916,Female,32,Adult,Electronics,1,50,50, £0.75 ,,,
917,3/6/2023,CUST917,Female,57,Senior,Electronics,4,50,200, £3.00 ,,,
918,11/23/2023,CUST918,Female,42,Adult,Electronics,3,30,90, £1.35 ,,,
919,9/9/2023,CUST919,Female,22,Young Adult,Beauty,2,25,50, £0.75 ,,,
920,2/22/2023,CUST920,Female,28,Young Adult,Beauty,3,25,75, £1.13 ,,,
921,1/7/2023,CUST921,Male,51,Senior,Electronics,3,25,75, £1.13 ,,,
922,10/21/2023,CUST922,Male,41,Adult,Electronics,1,50,50, £0.75 ,,,
923,5/26/2023,CUST923,Male,32,Adult,Beauty,3,300,900, £13.50 ,,,
924,8/29/2023,CUST924,Male,55,Senior,Beauty,2,50,100, £1.50 ,,,
925,9/3/2023,CUST925,Male,25,Young Adult,Electronics,1,300,300, £4.50 ,,,
926,8/14/2023,CUST926,Male,22,Young Adult,Electronics,1,30,30, £0.45 ,,,
927,6/24/2023,CUST927,Male,43,Adult,Electronics,4,500,2000, £30.00 ,,,
928,4/5/2023,CUST928,Female,35,Adult,Clothing,4,300,1200, £18.00 ,,,
929,1/27/2023,CUST929,Female,23,Young Adult,Beauty,3,25,75, £1.13 ,,,
930,5/10/2023,CUST930,Male,54,Senior,Clothing,4,50,200, £3.00 ,,,
